p_throws,stand,player_name,CH,CU,FC,FF,SI,SL,FIP_based_on_stuff,Predicted_FIP,exp_whiff_pct,exp_homerun_pct,uBB_perc,PA
R,R,Casey Sadler,,62,,,40,,3.79,4.65,11.3,3,14,86
R,R,Cesar Valdez,68,,,,,,3.67,3.54,12.1,3.1,5.7,53
R,R,Chad Green,,52,,68,,,3.92,3.83,11.7,3.5,6,98
R,R,Chad Kuhl,88,,,,14.000000000000002,50,3.97,4.87,11.5,3.5,14.2,198
R,R,Charlie Morton,,82,,21,70,,4.13,4.03,10.5,3.4,5.9,171
R,R,Chase Anderson,12,56.00000000000001,46,9,,,4.1,4.08,11.2,3.7,6.5,140
R,R,Chi Chi Gonzalez,,,4,27,,,4.63,5.15,8.8,3.7,11,91
R,R,Chris Bassitt,,28.999999999999996,38,61,26,,4.55,4.52,8.6,3.5,6.5,262
R,R,Chris Martin,,,,,4,67,4.03,3.58,11.1,3.4,3,65
R,R,Chris Mazza,,,7.000000000000001,21,79,43,4.12,4.63,10.4,3.3,11,136
R,R,Chris Paddack,78,,,4,,,4.8,4.61,10.2,4.7,4.9,248
R,R,Chris Stratton,,,,68,,82,3.45,3.82,13.2,3.1,9.9,132
R,R,Codi Heuer,,,,,70,96,3.71,4.07,11.4,2.9,9.8,92
R,R,Cody Ponce,,,,11,,,4.68,4.97,9.2,4,9.1,66
R,R,Cody Stashak,,,,56.99999999999999,,28.999999999999996,4.18,4.03,12.2,4.3,5.3,57
R,R,Cole Sulser,,,,28.999999999999996,,82,3.64,4.76,13.4,3.6,16,99
R,R,Colin Rea,,,,21,,,4.71,4.3,9.2,4.1,3.2,62
R,R,Colten Brewer,,69,48,,,43,3.48,4.05,13.4,3.2,11.5,122
R,R,Corbin Burnes,,,88,,90,99,2.82,3.18,14.5,2.3,10,241
R,R,Corey Knebel,5,,,92,,,4.15,4.91,12.4,4.2,12.9,62
R,R,Corey Oswalt,,,,13,,50,4.22,3.87,12.3,4.4,3.6,55
R,R,Craig Kimbrel,88,,,98,,,3.34,4.45,14.9,3.6,15.9,70
R,R,Craig Stammen,,,,,26,82,4.36,3.99,8.5,3,3.8,104
R,R,Cristian Javier,,,,82,,24,4.27,4.5,12,4.4,8.4,214
R,R,Dakota Bacus,,,,,2,74,3.5,4.57,11.7,2.6,15.8,57
R,R,Dakota Hudson,,,,,70,82,3.98,4.26,9.1,2.5,9.3,150
R,R,Dan Altavilla,,,,98,,77,3.06,3.9,17.2,4,13.5,89
R,R,Dan Winkler,,,15,93,,,3.95,4.9,12.3,3.8,14.5,76
R,R,Dane Dunning,,,,,26,28.999999999999996,4.22,4.51,9.5,3.1,9.2,142
R,R,Daniel Bard,,,,90,,74,3.48,3.56,13.2,3.2,7.5,103
R,R,Daniel Hudson,,,,82,,77,3.69,4.35,14.4,4.1,12,91
R,R,Daniel Ponce de Leon,,23,70,6,,,4.99,5.89,9.2,4.7,14,143
R,R,Darren O'Day,,,,21,,11,4.83,4.95,9.5,4.5,7.5,67
R,R,David Hale,,15,,35,,,4.44,4.27,9.6,3.7,5.3,75
R,R,David Phelps,,,,56.99999999999999,,,4.68,4.59,9.8,4.3,5.9,85
R,R,Dean Kremer,,45,,21,,,4.81,5.77,9.3,4.3,14.5,83
R,R,Deivi Garcia,,56.00000000000001,,56.99999999999999,,62,4.1,3.8,12.3,4.1,4.1,146
R,R,Dellin Betances,51,,,45,,,4.97,6.61,8.2,4.2,20.3,60
R,R,Dennis Santana,,,,,70,50,3.65,3.98,11.6,2.8,9.6,73
R,R,Devin Williams,100,,,61,,,2.39,2.64,17.4,2.6,9,100
R,R,Diego Castillo,,,,,87,70,3.07,3.72,13,2.2,12.4,89
R,R,Dillon Tate,,,,21,79,40,3.95,4.07,11.1,3.3,7.8,66
R,R,Dinelson Lamet,,,,61,,77,3.48,3.58,14,3.5,7.5,267
R,R,Dovydas Neverauskas,,92,90,6,,,3.93,4.47,11.9,3.6,11.2,89
R,R,Drew Rasmussen,,,,82,,,3.2,3.91,14.4,3.1,12.7,71
R,R,Duane Underwood Jr.,51,74,,21,,,3.95,3.82,11.5,3.4,5.7,87
R,R,Dustin May,,42,12,,96,,3.56,3.57,10.8,2.3,7.1,225
R,R,Dylan Bundy,,,,12,6,24,4.56,4.49,10.3,4.2,6,266
R,R,Dylan Cease,,,,90,,89,3.31,4.04,14.1,3.2,12.9,255
R,R,Dylan Covey,,,,,,15,4.42,4,9.4,3.5,3.3,60
R,R,Dylan Floro,,,,,79,43,3.46,2.99,11.4,2.4,3.1,97
R,R,Edwin Diaz,,,,90,,88,3.13,3.77,16.9,4,11.9,105
R,R,Elieser Hernandez,,,,40,,12,4.85,4.65,10.6,5,4.7,107
R,R,Emilio Pagan,,,54,82,,,3.86,4.3,13.1,3.9,10.3,87
R,R,Enoli Paredes,,,,100,,82,2.95,3.6,15.5,3,12.2,91
R,R,Erasmo Ramirez,,,,,40,,4.68,4.77,8.1,3.5,7.5,53
R,R,Eric Yardley,,0,,,12,,5.03,5.47,8.1,4.3,10.3,97
R,R,Erick Fedde,,59,86,5,79,,3.95,4.19,9.1,2.4,9,220
R,R,Evan Marshall,66,56.00000000000001,,,,,3.43,3.5,12,2.5,7.5,96
R,R,Evan Phillips,,,,28.999999999999996,,35,4.21,4.99,10.5,3.6,13.2,68
R,R,Felix Pena,,,,,60,62,4.1,4.13,10.6,3.4,7,114
R,R,Frankie Montas,,,,61,60,82,3.83,4.17,11.3,3.1,9.7,237
R,R,Franklyn Kilome,,,,,14.000000000000002,,4.65,5.71,9,3.9,15.5,58
R,R,Freddy Peralta,,40,,97,,,3.81,4.18,13.9,4.2,9.6,116
R,R,Garrett Richards,,,,85,,82,3.16,3.28,12.4,2.2,8,213
R,R,Geoff Hartlieb,,,,,79,24,3.78,5.2,10.1,2.5,18.8,101
R,R,German Marquez,15,,,21,70,28.999999999999996,3.97,4.02,10.4,3,7.3,343
R,R,Gerrit Cole,66,,,76,,93,2.85,2.74,16.4,3.2,5.9,315
R,R,Giovanny Gallegos,,,,6,,40,4.17,4.21,11.6,3.9,7,57
R,R,Greg Holland,,,,76,,67,3.17,2.98,12.8,2.3,5.4,111
R,R,Griffin Canning,12,40,,28.999999999999996,,43,3.95,4.33,13.1,4.2,9.7,238
R,R,Hansel Robles,95,,,68,,,3.15,3.84,15,3.2,12.5,80
R,R,Heath Hembree,,,,68,,82,3.44,3.7,14,3.4,8.9,90
R,R,Hector Neris,95,,,28.999999999999996,,,3.45,3.92,13.5,3.2,10.7,101
R,R,Hector Rondon,,,,40,,89,3.63,3.93,12.3,3.1,9.3,95
R,R,Huascar Ynoa,,,,2,,48,4.39,5.05,11.5,4.4,12,99
R,R,Humberto Castellanos,,1,,,,,5.12,5.51,8.4,4.6,9.8,51
R,R,Ian Anderson,35,23,,17,,,4.06,4.48,12,3.9,10.1,137
R,R,Ian Gibaut,,,,40,,5,4.22,5.27,11.8,4.1,15.3,58
R,R,Ian Kennedy,,,10,68,,,4.11,4.01,11.9,4,5.8,68
R,R,Ivan Nova,,,,,40,,4.63,5.03,6.8,2.9,10.2,67
R,R,J.B. Wendelken,,,,68,,50,3.9,4.34,11.6,3.4,10.4,115
R,R,Jack Flaherty,,,,61,,62,3.93,4.25,11.5,3.4,9.4,170
R,R,Jacob Barnes,,,78,88,,,3.4,3.21,14.1,3.4,5.1,78
R,R,Jacob deGrom,,,,99,,99,2.15,2.13,18.9,2.8,6.7,269
R,R,Jacob Waguespack,,,90,12,,,4.4,4.8,10.3,3.9,10,90
R,R,Jaime Barria,,,,21,,9,4.9,4.86,10.4,5,6.1,131
R,R,Jairo Diaz,,,,,53,70,3.8,4.46,11.2,3,12.3,105
R,R,Jake Arrieta,,,,,52,59,4.12,4.3,9,2.7,8.4,188
R,R,Jake Newberry,,,,28.999999999999996,,82,3.44,4.15,12.4,2.7,12.8,94
R,R,Jake Odorizzi,,,,21,,43,3.87,3.66,12.2,3.5,5,60
R,R,Jake Woodford,,,,45,,35,4.32,4.22,9.8,3.5,5.9,85
R,R,Jakob Junis,,,,13,,28.000000000000004,4.31,4.01,8.9,3.1,4.4,113
R,R,James Hoyt,,,,,,24,4.1,4.65,11.4,3.7,11.3,61
R,R,James Karinchak,,45,,65,,,3.74,4.59,12.5,3.4,13.8,109
R,R,Jared Hughes,,33,,,85,,4.41,4.91,8.2,3,11,107
R,R,Jason Adam,,40,,96,,,3.5,4.36,13.9,3.5,13.8,58
R,R,Javy Guerra,,,,6,87,70,4.2,4.59,9.8,3.3,10,137
R,R,Javy Guerra,,,,6,87,70,4.2,4.28,9.8,3.3,7.5,137
R,R,Jeff Hoffman,90,20,,13,,,4.31,4.44,10.6,3.8,7.7,103
R,R,Jeremy Jeffress,68,,,,70,,3.87,4.54,10.4,2.8,12.5,87
R,R,Jesse Chavez,,,3,,20,,4.86,5.15,7.7,3.8,9.1,76
R,R,Jesse Hahn,,,,,60,,4.32,4.97,8.7,3,12.3,65
R,R,Jeurys Familia,,,,,92,40,3.42,4.28,11.1,2.2,14.2,118
R,R,Jimmy Cordero,,,,,96,70,3.87,3.7,9.6,2.5,5.6,122
R,R,Jimmy Herget,,,,13,,43,4.65,5.64,9.8,4.2,14.9,83
R,R,Joakim Soria,,,,40,,59,4.48,4.57,10.7,4.2,7.3,97
R,R,Joe Jimenez,,,,53,,18,4.45,4.38,11.9,4.7,5.9,97
R,R,Joe Musgrove,,,,11,,74,3.82,4.15,10.6,2.8,9.6,167
R,R,Joey Gerber,,,,,4,5,4.65,4.84,10.8,4.6,8.1,62
R,R,Johan Oviedo,,,,45,,24,4,4.24,10.2,3,8.9,112
R,R,John Curtiss,,,,28.999999999999996,,20,4.21,3.77,11.5,4,3,88
R,R,John Gant,,,,,26,,4.38,4.95,9.6,3.6,11.5,61
R,R,John Schreiber,,27,,45,,,4.79,4.51,8.6,4,4.3,69
R,R,Johnny Cueto,74,9,,21,40,,4.14,4.46,11.1,3.7,9.4,276
R,R,Jon Gray,,,,19,,70,4.29,4.24,10.6,3.8,6.3,174
R,R,Jonathan Hernandez,,,,,85,93,3.31,3.25,12.6,2.5,6.4,118
R,R,Jonathan Holder,,,,53,,,3.81,4.18,11.6,3.2,9.9,100
R,R,Jonathan Loaisiga,,77,,88,85,,3.57,3.47,12.4,3,6,99
R,R,Jordan Lyles,,34,,9,,35,4.5,4.73,10.2,4,8.6,268
R,R,Jordan Romano,,,,82,,50,2.85,3.09,16,3,8.8,51
R,R,Jordan Weems,,,,40,,,3.8,4.45,12.6,3.6,12.1,58
R,R,Jordan Yamamoto,,,,13,,59,4.54,4.99,9.8,4,10.4,67
R,R,Jorge Alcala,,,,40,,50,3.73,3.95,13.5,3.8,8.5,94
R,R,Jorge Lopez,28.000000000000004,,,6,60,,4.35,4.29,9.4,3.4,6.3,175
R,R,Jose Berrios,98,59,,28.999999999999996,79,,4.18,4.53,10.8,3.6,9.6,272
R,R,Jose Cisnero,,,,76,,88,3.47,3.64,14,3.5,8.1,122
R,R,Jose Urena,,,,28.999999999999996,99,62,3.82,4.5,11.4,3.1,12.5,105
R,R,Jose Urquidy,,,,9,,67,4.08,4.1,11.1,3.6,6.9,116
R,R,Josh A. Smith,,82,,28.999999999999996,,35,3.93,4.01,11.8,3.5,7.4,119
R,R,Josh James,,,,61,,93,3.61,5.27,13.4,3.5,20.5,84
R,R,Josh Lindblom,,,,28.999999999999996,,35,4.34,4.55,10.6,3.9,8.4,192
R,R,Josh Staumont,,34,,92,,,3.44,4.35,13.8,3.3,14.3,113
R,R,Josh Tomlin,,34,17,1,,,4.68,4.32,9.4,4.1,3.7,161
R,R,JT Brubaker,,69,,,79,82,3.77,3.94,11.4,3,8.3,206
R,R,Julian Merryweather,,,,76,,,3.98,4.5,13.3,4.3,10.9,55
R,R,Julio Teheran,,,,28.999999999999996,14.000000000000002,12,4.65,5.13,8.5,3.7,10.7,148
R,R,Junior Guerra,,69,,76,40,,4.09,4.8,11,3.5,12.6,100
R,R,Justin Dunn,,45,,6,,62,4.84,5.88,10,4.7,15.2,197
R,R,Kendall Graveman,,,,,70,,3.91,4.32,9.2,2.4,10.4,77
R,R,Kenley Jansen,,,81,,5,,3.86,4.1,11.2,3.1,8.8,97
R,R,Kenta Maeda,74,,,11,40,28.999999999999996,3.73,3.39,12.4,3.3,4,268
R,R,Kevin Gausman,98,,,21,,33,3.39,3.36,13.8,3.2,6.5,246
R,R,Kevin Ginkel,,,,21,,48,3.98,4.85,12.6,4,13.9,77
R,R,Keynan Middleton,,,,76,,,3.53,4.09,14.5,3.8,11.3,53
R,R,Kyle Cody,,,,4,,48,4.21,5.11,11.7,4.1,14.1,91
R,R,Kyle Finnegan,,,,,40,28.999999999999996,4.36,4.56,9.8,3.6,8.4,103
R,R,Kyle Funkhouser,,,,,92,77,3.77,4.58,11.2,3,13.6,81
R,R,Kyle Gibson,68,34,,2,40,62,3.98,4.31,10.2,3,9.6,301
R,R,Kyle Hendricks,15,64,,,2,,5.08,4.54,7,3.9,2.2,315
R,R,Kyle Wright,,82,,,79,43,3.72,4.55,11.2,2.8,13.7,167
R,R,Kyle Zimmer,,,,76,,18,3.92,4.42,11.1,3.2,11,91
R,R,Lance Lynn,,59,1,68,90,,4.41,4.48,10.2,3.8,7.3,343
R,R,Lance McCullers Jr.,77,,,,70,,3.59,3.8,10,2,8.8,229
R,R,Liam Hendriks,,,,76,,77,3.59,3.05,14,3.7,2.2,91
R,R,Ljay Newsome,,15,,17,,,4.32,3.7,10.9,4,1.5,68
R,R,Logan Webb,87,,,13,70,62,3.86,4.16,10.8,2.9,9.3,229
R,R,Lou Trivino,,,70,13,87,,3.89,4.36,10.4,2.8,10.8,94
R,R,Lucas Giolito,35,,,21,,40,4.02,4.39,12.2,3.9,9.7,311
R,R,Lucas Sims,,71,,99,,92,3.18,3.75,14.8,3.2,11.5,104
R,R,Luis Castillo,95,,,68,92,77,3.12,3.26,12.5,2.1,8.2,268
R,R,Luis Cessa,,,,,,70,3.05,3.12,14.3,2.7,7.5,102
R,R,Luis Garcia,,,,28.999999999999996,,50,3.78,4.19,11.9,3.3,10.2,92
R,R,Luis Garcia,,,,28.999999999999996,,50,3.78,5.11,11.9,3.3,17.8,92
R,R,Luis Patino,,,,93,,96,3.3,4.47,13.7,3,16.5,85
R,R,Luis Perdomo,,,,,60,74,3.68,4.48,11.1,2.7,13.5,74
R,R,Luke Jackson,,45,,9,,62,3.93,4.31,12.6,3.8,9.8,133
R,R,Luke Weaver,43,,54,68,,,3.69,3.8,13.2,3.6,7.6,238
R,R,Marcus Walden,,,38,,53,28.999999999999996,3.6,4.3,11.2,2.6,12.7,72
R,R,Mark Melancon,3,,11,,,,3.86,3.54,11.1,3.1,4.2,92
R,R,Masahiro Tanaka,56.99999999999999,,,65,9,50,3.48,3.16,13.1,3.1,4.1,198
R,R,Matt Andriese,93,,,40,,,3.87,4.1,11.7,3.4,8.7,126
R,R,Matt Barnes,6,,,21,,,4.17,4.91,12.2,4.2,12.7,100
R,R,Matt Foster,28.000000000000004,,,28.999999999999996,,,4.54,4.77,11.8,4.9,8.3,109
R,R,Matt Harvey,,,,5,,,4.3,4.41,9.4,3.3,7.7,65
R,R,Matt Shoemaker,24,,,,40,24,4.07,4.19,11.1,3.5,7.8,125
R,R,Matt Wisler,,,,2,,43,3.89,4.66,12,3.5,13.1,107
R,R,Max Scherzer,92,,,68,,62,3.66,3.76,13.1,3.5,7.5,293
R,R,Merrill Kelly,,80,23,28.999999999999996,70,,3.91,3.46,10.1,2.7,3.2,124
R,R,Michael Fulmer,,,,21,60,70,4.22,4.46,9.4,3.1,8.8,136
R,R,Michael King,,27,,,70,,4.55,4.83,8.6,3.5,9.1,121
R,R,Michael Lorenzen,,,19,76,,96,3.21,3.72,14.9,3.3,10.9,145
R,R,Michael Pineda,,,,1,,28.999999999999996,4.37,4.33,10.1,3.8,6.3,111
R,R,Michael Wacha,24,,81,6,,,4.44,4.2,11.3,4.4,4.5,156
R,R,Miguel Castro,,,,,92,96,2.76,3.27,13.5,1.8,11.3,115
R,R,Mike Clevinger,,,,68,,70,3.37,3.59,14.3,3.4,8.6,165
R,R,Mike Fiers,,9,,0,0,7.000000000000001,5.18,5.15,9,5,6.2,258
R,R,Mike Mayers,,,17,40,,74,3.74,3.83,13,3.6,7.4,121
R,R,Mike Soroka,,,,,60,,4.49,5.15,8.7,3.4,12.3,57
R,R,Mitch Keller,,,,21,,82,4.35,6.05,11.1,4.1,20.7,87
R,R,Mychal Givens,,,,93,,82,3.7,4.2,13.5,3.8,10.8,94
R,R,Nate Jones,,,,,20,57.99999999999999,3.85,3.74,12.1,3.5,5.8,85
R,R,Nate Pearson,,,,88,,82,3.47,4.59,14.4,3.7,16,81
R,R,Nathan Eovaldi,,20,54,76,,,3.69,3.31,13.3,3.7,3.5,199
R,R,Nick Anderson,,40,,56.99999999999999,,,3.93,3.75,12.1,3.6,5.2,62
R,R,Nick Goody,,,,12,,28.999999999999996,4.22,5.18,12.4,4.4,14.5,55
R,R,Nick Nelson,,,,65,,98,3.2,3.85,14.5,3.1,12.2,91
R,R,Nick Pivetta,,,,6,,,4.71,4.96,11.1,4.9,8.5,71
R,R,Nick Tropeano,78,,,1,,70,3.76,3.7,13.5,3.9,6.1,66
R,R,Nick Vincent,,,5,40,,,5.28,5.3,9.1,5.2,6.5,92
R,R,Nick Wittgren,,,,13,,50,4.23,3.93,11.6,4.1,4.1,95
R,R,Noe Ramirez,82,34,,13,,,4.11,4.29,11.5,3.8,8.2,84
R,R,Pablo Lopez,78,,,45,90,,3.81,3.83,10.8,2.8,7.1,240
R,R,Pedro Baez,,,,56.99999999999999,,12,3.87,4.28,13.5,4.1,10,70
R,R,Pete Fairbanks,,,,82,,93,2.98,3.59,14.1,2.5,12,119
R,R,Phil Maton,,,91,93,,,3.3,3.11,13.7,3,5.2,99
R,R,Phillips Valdez,95,,,,53,,3.97,4.56,10.5,3.1,11.7,133
R,R,Pierce Johnson,,77,,,7.000000000000001,,4.19,4.74,11.5,4,11.2,80
R,R,Rafael Dolis,,,,,70,93,3.49,4.33,11.3,2.4,14,96
R,R,Rafael Montero,,,,82,79,,3.51,3.68,12.3,2.9,8.3,72
R,R,Raisel Iglesias,,,,76,,57.99999999999999,3.11,2.82,15.1,3.2,4.4,84
R,R,Randy Dobnak,,,,,79,28.999999999999996,4.15,4.1,9.4,2.9,6.5,200
R,R,Reynaldo Lopez,,,,28.999999999999996,,12,4.17,4.86,11.7,4,12.4,121
R,R,Richard Rodriguez,,,,13,,66,4.5,4.37,11.2,4.5,5.4,92
R,R,Rick Porcello,,,,9,7.000000000000001,15,4.85,4.74,8.1,3.9,5.7,263
R,R,Riley Smith,,,,,26,24,4.46,4.49,8.3,3.2,7.1,70
R,R,Robert Dugger,,,,50,,50,4.19,4.04,11.4,3.9,5.4,56
R,R,Robert Gsellman,,,,,40,28.999999999999996,4.53,5.09,10.5,4.2,11.3,71
R,R,Robert Stock,,,,61,,99,3.58,4.7,13.1,3.3,16.1,62
R,R,Rony Garcia,,,,61,,43,4.26,4.59,10.9,3.9,9.4,96
R,R,Ross Stripling,5,,,4,,35,4.3,4.49,11.1,4,8.2,218
R,R,Rowan Wick,92,,,88,,,3.5,3.51,13.9,3.5,6.8,73
R,R,Ryan Brasier,,,,76,,89,3.23,3.51,14.5,3.2,9.1,110
R,R,Ryan Castellani,28.000000000000004,52,,27,,74,4.23,5.09,11.2,3.9,13.8,189
R,R,Ryan Helsley,,,67,93,,,3.06,3.88,15.7,3.4,13.5,51
R,R,Ryan Pressly,,,,90,,89,2.54,2.5,15.9,2.3,6.6,90
R,R,Ryan Tepera,,,61,,53,,3.79,4.59,11.2,3,13.5,89
R,R,Ryan Thompson,,,,,90,15,4.2,4.22,9.4,3.1,7,114
R,R,Ryan Weber,56.99999999999999,59,,,20,,4.59,4.68,7.4,3,7.6,185
R,R,Ryne Harper,,,,2,,15,4.66,4.62,8.4,3.7,6.4,108
R,R,Sam Coonrod,,,,,87,,3.11,3.46,13.2,2.4,9.9,71
R,R,Sandy Alcantara,,,,61,96,89,3.76,3.98,11.3,2.9,8.7,174
R,R,Scott Barlow,,,,76,,82,3.06,2.9,14.1,2.7,5.6,123
R,R,Sergio Romo,,,,,,59,4.13,4.26,9.5,3,8,87
R,R,Seth Elledge,,,,,2,93,4.18,5.22,9.9,3.2,15.4,52
R,R,Seth Lugo,,71,,61,26,50,3.86,3.72,11.6,3.3,5.6,135
R,R,Shane Bieber,56.99999999999999,,30,61,,77,2.96,3,15.7,3.1,7.1,323
R,R,Shane Greene,,,48,,20,35,4.1,4.16,9.5,2.9,7.3,108
R,R,Shaun Anderson,,,,93,,74,2.79,4.11,14.8,2.4,17.9,68
R,R,Shawn Armstrong,,,61,68,,,3.59,3.41,12.6,3.2,5.3,57
R,R,Shun Yamaguchi,66,,,6,,5,4.29,5.22,12,4.4,14.2,120
R,R,Sixto Sanchez,74,,,76,96,28.999999999999996,3.65,3.6,12.5,3.3,6.3,159
R,R,Sonny Gray,,93,,81,40,95,3.7,4.21,11.5,2.9,11.1,236
R,R,Spencer Howard,,,,21,,43,4.75,5.02,10.1,4.6,8.8,113
R,R,Spencer Turnbull,,,,81,85,82,3.87,4.43,9.9,2.6,11.6,241
R,R,Stefan Crichton,,27,,,60,,4.66,4.4,7.7,3.3,4.6,105
R,R,Steve Cishek,,,,,36,15,4.16,4.51,10.7,3.5,9.7,93
R,R,Taijuan Walker,7.000000000000001,43,30,12,40,,4.62,4.84,10.5,4.4,8.4,225
R,R,Tanner Houck,,,,45,90,67,4.02,4.91,10,2.9,14.3,63
R,R,Tanner Rainey,,,,82,,99,3.03,3.19,15.9,3.4,8,74
R,R,Tanner Roark,,56.00000000000001,,12,1,28.999999999999996,4.69,5.16,9.5,4.2,10.5,220
R,R,Taylor Clarke,,,,28.999999999999996,,50,3.88,4.34,12.8,3.9,10.4,181
R,R,Taylor Widener,,,,92,,77,3.33,4.03,14.7,3.5,12.5,86
R,R,Taylor Williams,,,,81,,26,3.89,4.19,14.3,4.5,9,66
R,R,Tejay Antone,,,,,14.000000000000002,82,3.98,4.53,11.8,3.6,11.3,142
R,R,Thomas Eshelman,,,,2,1,7.000000000000001,5.27,5.32,8.2,4.8,6.9,145
R,R,Tommy Hunter,,96,48,,14.000000000000002,,4.29,4.19,9.8,3.4,5.9,102
R,R,Tony Gonsolin,66,,,53,,93,3.18,2.85,14.4,3,4,176
R,R,Touki Toussaint,,64,,53,,,3.98,4.77,11.2,3.4,13.3,120
R,R,Trevor Bauer,98,,8,88,,74,3.37,3.26,15.1,3.7,5.8,277
R,R,Trevor Cahill,35,,,,26,,4.2,4.88,10.6,3.6,12.4,107
R,R,Trevor Gott,,,,96,,,3.59,4.47,14.1,3.8,14,57
R,R,Trevor May,,,,88,,89,2.84,2.89,15.5,2.8,7.3,99
R,R,Trevor Richards,74,34,,3,,,4.38,4.47,11.3,4.3,7.3,150
R,R,Trevor Rosenthal,,,,96,,77,3.08,3.32,14.8,3,8.8,91
R,R,Trevor Williams,,,,45,36,82,3.91,4.09,11.1,3.2,8.3,252
R,R,Triston McKenzie,,,,40,,67,4.48,4.55,11.7,4.7,7.1,128
R,R,Ty Buttrey,,,,8,,40,4.47,4.33,11.2,4.4,5.4,109
R,R,Tyler Chatwood,,,61,,40,,3.61,4.04,11.2,2.6,10.5,86
R,R,Tyler Clippard,40,,,27,,,5.16,4.91,11.4,6,4.1,98
R,R,Tyler Duffey,80,,,6,,,4.17,4.13,10.2,3.4,6.5,95
R,R,Tyler Glasnow,,87,,96,,,3.02,3.3,14.4,2.7,9.2,236
R,R,Tyler Kinley,,,,21,,82,3.28,3.98,14.7,3.4,12.5,96
R,R,Tyler Mahle,,,,40,,89,3.69,4.15,14.2,4,10.4,201
R,R,Tyler Rogers,,1,,59,,,5.78,5.6,6.6,5.2,4.9,123
R,R,Tyler Zuber,,,,76,,74,3.37,4.86,13.5,3.1,19.2,98
R,R,Vince Velasquez,4,,,82,,50,3.68,4.12,13.2,3.6,10.4,153
R,R,Walker Buehler,,,98,99,,,2.67,2.74,15.8,2.6,7.5,147
R,R,Walker Lockett,,27,,,85,,4.14,3.98,9.9,3.1,5.5,73
R,R,Will Harris,,98,61,,,,3.3,3.76,13.2,2.8,10.7,84
R,R,Wilmer Font,,,,21,,50,4.76,5.25,9.5,4.3,10.6,81
R,R,Yency Almonte,,,,27,,70,3.72,3.54,12.4,3.4,5.3,113
R,R,Yimi Garcia,,,,98,,50,3.2,3.37,14,2.9,8.3,60
R,R,Yohan Ramirez,,,,82,,50,3.42,5.05,14.6,3.6,20.2,92
R,R,Yonny Chirinos,,,,,60,,3.93,4.03,10.5,3,7.7,52
R,R,Yoshihisa Hirano,84,,,1,,,3.77,4.5,13.1,3.7,12.7,63
R,R,Yu Darvish,,,42,82,,82,3.49,3.21,13.6,3.4,4.4,296
R,R,Yusmeiro Petit,,,28.000000000000004,4,,,5.35,5.26,8.2,5,5.7,92
R,R,Zac Gallen,40,,34,50,,,3.92,4.16,12.5,3.8,8.6,291
R,R,Zach Davies,66,,0,,1,,4.78,4.82,9.4,4.3,6.9,275
R,R,Zach Eflin,,52,,,79,43,3.99,3.88,9.3,2.6,6.1,245
R,R,Zach Plesac,9,,,6,,50,4.04,3.59,11.8,3.8,2.9,207
R,R,Zack Godley,7.000000000000001,,57.99999999999999,,,,4.19,4.54,8.7,2.8,9.8,143
R,R,Zack Greinke,3,50,,2,,35,4.39,3.97,9.2,3.4,3.3,286
R,R,Zack Wheeler,,62,,85,90,93,3.38,3.14,12.5,2.6,4.9,286
